DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS34 --> MMS2_2          2021-177/10:36:12        2021-177/10:47:32        11.33333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-177/10:48:22        2021-177/10:55:54        7.53333                  1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_2          2021-177/11:17:15        2021-177/21:07:55        590.66667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_2          2021-177/11:20:08        2021-177/11:36:20        16.20000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-177/11:17:15        2021-177/20:53:56        576.68333                1.25 Mbps                ReturnDataRate           Mask                     
DS36 --> MMS2_2          2021-177/11:20:08        2021-177/11:36:20        16.20000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-177/11:56:36        2021-177/15:11:37        195.01667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-177/11:56:36        2021-177/15:11:37        195.01667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-177/15:31:27        2021-177/19:08:46        217.31667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-177/15:31:26        2021-177/19:08:46        217.33333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-177/21:41:06        2021-178/07:01:29        560.38333                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_2          2021-177/21:41:06        2021-178/07:01:29        560.38333                2.50 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_2          2021-177/21:41:43        2021-178/06:56:13        554.50000                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_2          2021-177/21:41:43        2021-178/06:56:13        554.50000                2.50 Mbps                Mask                     Mask                     
DS65 --> MMS2_2          2021-177/21:46:05        2021-178/06:56:43        550.63333                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_2          2021-177/21:46:05        2021-178/06:56:43        550.63333                2.50 Mbps                Mask                     Mask                     
DS26 --> MMS2_2          2021-178/05:46:50        2021-178/12:26:53        400.05000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-178/05:46:50        2021-178/10:49:25        302.58333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-178/05:46:51        2021-178/12:26:51        400.00000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-178/05:46:51        2021-178/10:49:24        302.55000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_1          2021-178/07:27:38        2021-178/08:27:57        60.31667                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-178/07:27:38        2021-178/08:27:56        60.30000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-178/08:39:06        2021-178/14:53:47        374.68333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-178/08:39:06        2021-178/14:53:47        374.68333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS26 --> MMS2_1          2021-178/10:17:50        2021-178/14:06:46        228.93333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-178/10:17:49        2021-178/14:06:44        228.91667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-178/11:10:21        2021-178/15:56:09        285.80000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-178/11:29:20        2021-178/14:26:14        176.90000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-178/11:35:21        2021-178/15:56:08        260.78333                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_2          2021-178/11:35:21        2021-178/14:26:14        170.88333                2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-178/12:58:45        2021-178/23:02:45        604.00000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-178/12:58:44        2021-178/22:48:58        590.23333                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-178/14:16:00        2021-178/22:54:00        518.00000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-178/14:15:59        2021-178/22:48:58        512.98333                2.50 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-178/23:41:50        2021-179/07:20:41        458.85000                1.25 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_1          2021-178/23:42:30        2021-179/07:20:00        457.50000                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-178/23:47:20        2021-179/06:43:29        416.15000                1.25 Mbps                Mask                     Mask                     
DS54 --> MMS2_1          2021-179/00:36:19        2021-179/06:53:26        377.11667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-179/00:36:17        2021-179/06:53:26        377.15000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-179/00:36:17        2021-179/06:43:29        367.20000                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-179/08:08:17        2021-179/12:11:28        243.18333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-179/08:08:18        2021-179/12:11:26        243.13333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-179/11:45:06        2021-179/16:31:14        286.13333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_1          2021-179/12:11:13        2021-179/16:31:13        260.00000                1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-179/21:59:23        2021-180/00:38:03        158.66667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-179/21:59:21        2021-180/00:19:32        140.18333                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-180/03:51:03        2021-180/07:39:01        227.96667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-180/03:51:03        2021-180/07:37:58        226.91667                1.25 Mbps                ReturnDataRate           Mask                     
